# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Wed May 17 14:24:35 EDT 2017, 0.150, 5, 9, 0.510, 9, 1, 67, 562, 43, 1, 3, 96, 3.997, 4.203
Wed May 17 14:25:31 EDT 2017, 0.210, 5, 4, 0.820, 8, 1, 84, 431, 60, 14, 6, 79, 54.807, 54.503
Wed May 17 14:25:33 EDT 2017, 0.710, 9, 8, 0.320, 3, 6, 39, 581, 15, 5, 31, 34, 1.927, 1.937
Wed May 17 14:25:37 EDT 2017, 0.960, 2, 6, 0.570, 1, 3, 16, 356, 82, 10, 18, 11, 4.357, 4.230
Wed May 17 14:26:37 EDT 2017, 0.460, 7, 2, 0.070, 5, 8, 61, 506, 37, 19, 43, 56, 59.537, 57.300
Wed May 17 14:26:52 EDT 2017, 0.340, 1, 9, 0.940, 2, 9, 95, 543, 71, 7, 24, 45, 13.387, 14.140
Wed May 17 14:27:17 EDT 2017, 0.840, 6, 5, 0.440, 6, 4, 50, 393, 26, 17, 49, 90, 23.997, 23.167
Wed May 17 14:28:44 EDT 2017, 0.590, 4, 3, 0.690, 9, 7, 27, 468, 94, 12, 12, 67, 84.987, 84.220
Wed May 17 14:28:45 EDT 2017, 0.090, 8, 7, 0.190, 4, 2, 72, 318, 49, 2, 37, 22, 1.307, 1.283
Wed May 17 14:29:14 EDT 2017, 0.060, 3, 8, 0.040, 1, 5, 36, 403, 52, 15, 38, 81, 28.307, 27.573
Wed May 17 14:29:36 EDT 2017, 0.560, 8, 4, 0.540, 6, 9, 81, 553, 97, 5, 13, 36, 21.120, 20.383
Wed May 17 14:29:37 EDT 2017, 0.810, 1, 1, 0.290, 8, 2, 58, 328, 29, 1, 26, 14, 1.027, 1.027
Wed May 17 14:30:09 EDT 2017, 0.310, 6, 6, 0.790, 3, 7, 13, 478, 74, 10, 1, 59, 31.153, 30.420
Wed May 17 14:30:16 EDT 2017, 0.430, 2, 5, 0.160, 9, 6, 47, 590, 40, 3, 32, 48, 6.530, 6.340
Wed May 17 14:31:06 EDT 2017, 0.930, 7, 9, 0.660, 4, 1, 92, 440, 85, 13, 7, 93, 48.170, 48.850
Wed May 17 14:31:20 EDT 2017, 0.680, 4, 7, 0.410, 2, 8, 70, 515, 18, 17, 45, 70, 12.740, 12.847
Wed May 17 14:31:35 EDT 2017, 0.180, 9, 2, 0.910, 7, 4, 25, 365, 63, 8, 20, 25, 14.740, 14.867
Wed May 17 14:31:43 EDT 2017, 0.120, 1, 5, 0.720, 5, 3, 41, 497, 35, 16, 23, 20, 7.827, 7.427
Wed May 17 14:32:37 EDT 2017, 0.620, 5, 1, 0.220, 1, 8, 86, 347, 80, 7, 48, 65, 52.700, 52.327
Wed May 17 14:32:40 EDT 2017, 0.870, 3, 3, 0.970, 3, 1, 64, 572, 12, 2, 10, 87, 3.270, 3.323
Wed May 17 14:32:55 EDT 2017, 0.370, 7, 7, 0.470, 7, 5, 19, 422, 57, 11, 35, 42, 14.033, 13.703
Wed May 17 14:33:10 EDT 2017, 0.250, 4, 2, 0.600, 4, 6, 53, 309, 46, 4, 4, 76, 14.790, 15.130
Wed May 17 14:33:36 EDT 2017, 0.750, 8, 6, 0.100, 8, 2, 98, 459, 91, 14, 29, 31, 25.143, 25.233
Wed May 17 14:33:44 EDT 2017, 0.500, 2, 9, 0.850, 6, 9, 75, 384, 23, 18, 17, 53, 7.917, 7.853
Wed May 17 14:34:51 EDT 2017, 0.000, 6, 4, 0.350, 2, 4, 30, 534, 68, 9, 42, 98, 65.277, 65.497
Wed May 17 14:34:59 EDT 2017, 0.000, 3, 6, 0.400, 3, 6, 68, 576, 40, 6, 3, 35, 7.310, 7.440
Wed May 17 14:39:47 EDT 2017, 0.500, 8, 1, 0.900, 8, 1, 23, 426, 85, 16, 28, 80, 286.320, 286.577
Wed May 17 14:39:58 EDT 2017, 0.750, 1, 4, 0.150, 6, 8, 46, 501, 18, 11, 15, 58, 9.923, 9.977
Wed May 17 14:39:59 EDT 2017, 0.250, 6, 8, 0.650, 1, 3, 91, 351, 63, 2, 40, 13, 0.960, 1.027
Wed May 17 14:40:55 EDT 2017, 0.370, 2, 3, 0.270, 7, 5, 57, 389, 51, 14, 21, 92, 55.240, 55.760
Wed May 17 14:41:11 EDT 2017, 0.870, 7, 7, 0.770, 2, 9, 12, 539, 96, 4, 46, 47, 15.340, 15.303
Wed May 17 14:41:14 EDT 2017, 0.620, 4, 9, 0.020, 5, 2, 35, 314, 29, 9, 9, 24, 2.070, 2.057
Wed May 17 14:42:24 EDT 2017, 0.120, 9, 5, 0.520, 9, 7, 80, 464, 74, 18, 34, 69, 69.223, 68.747
Wed May 17 14:42:33 EDT 2017, 0.180, 1, 8, 0.840, 7, 6, 74, 332, 46, 8, 37, 63, 9.213, 9.413
Wed May 17 14:43:02 EDT 2017, 0.680, 5, 3, 0.340, 3, 2, 29, 482, 91, 17, 12, 18, 27.820, 26.640
Wed May 17 14:43:20 EDT 2017, 0.930, 3, 1, 0.590, 1, 9, 52, 407, 23, 12, 49, 41, 18.057, 17.540
Wed May 17 14:43:41 EDT 2017, 0.430, 7, 5, 0.090, 5, 4, 97, 557, 68, 3, 24, 86, 19.457, 20.080
Wed May 17 14:43:56 EDT 2017, 0.310, 4, 4, 0.960, 2, 3, 63, 520, 34, 15, 43, 30, 14.057, 13.913
Wed May 17 14:44:11 EDT 2017, 0.810, 8, 9, 0.460, 6, 7, 18, 370, 79, 5, 18, 75, 13.443, 13.867
Wed May 17 14:44:20 EDT 2017, 0.560, 2, 6, 0.710, 9, 1, 40, 595, 12, 10, 31, 97, 9.170, 9.077
Wed May 17 14:45:37 EDT 2017, 0.060, 6, 2, 0.210, 4, 5, 85, 445, 57, 19, 6, 52, 76.220, 76.567
Wed May 17 14:45:50 EDT 2017, 0.090, 2, 3, 0.050, 1, 8, 26, 361, 65, 3, 20, 61, 11.920, 11.713
Wed May 17 14:45:52 EDT 2017, 0.590, 6, 7, 0.550, 6, 3, 71, 511, 20, 13, 45, 16, 2.463, 2.420
Wed May 17 14:46:35 EDT 2017, 0.840, 4, 5, 0.300, 8, 5, 94, 436, 88, 18, 7, 38, 40.523, 41.437
Wed May 17 14:47:43 EDT 2017, 0.340, 9, 1, 0.800, 4, 1, 49, 586, 43, 8, 32, 83, 67.630, 65.503
Wed May 17 14:47:59 EDT 2017, 0.460, 3, 8, 0.180, 9, 2, 15, 473, 77, 15, 1, 27, 16.107, 16.063
Wed May 17 14:48:09 EDT 2017, 0.960, 8, 4, 0.680, 5, 7, 60, 323, 32, 6, 26, 72, 9.160, 9.333
Wed May 17 14:48:34 EDT 2017, 0.710, 1, 2, 0.430, 3, 4, 83, 548, 99, 1, 14, 94, 23.643, 22.930
Wed May 17 14:48:51 EDT 2017, 0.210, 5, 6, 0.930, 7, 9, 38, 398, 54, 11, 39, 49, 16.710, 16.567
Wed May 17 14:49:19 EDT 2017, 0.150, 5, 1, 0.740, 5, 9, 32, 529, 71, 5, 42, 33, 26.893, 25.713
Wed May 17 14:49:34 EDT 2017, 0.650, 9, 6, 0.240, 1, 5, 77, 379, 26, 14, 17, 78, 14.770, 14.360
Wed May 17 14:50:25 EDT 2017, 0.900, 2, 8, 0.990, 3, 7, 99, 454, 93, 19, 29, 55, 50.240, 49.690
Wed May 17 14:50:28 EDT 2017, 0.400, 7, 3, 0.490, 8, 3, 54, 304, 48, 9, 4, 10, 2.923, 2.853
Wed May 17 14:51:13 EDT 2017, 0.280, 1, 7, 0.620, 4, 1, 21, 417, 60, 16, 35, 89, 44.200, 43.757
Wed May 17 14:51:21 EDT 2017, 0.780, 6, 2, 0.120, 9, 6, 66, 567, 15, 7, 10, 44, 7.597, 7.410
Wed May 17 14:51:24 EDT 2017, 0.530, 4, 4, 0.870, 7, 4, 88, 342, 82, 2, 48, 21, 2.957, 2.970
Wed May 17 14:51:40 EDT 2017, 0.030, 8, 9, 0.370, 2, 8, 43, 492, 37, 12, 23, 66, 15.140, 14.693
Wed May 17 14:52:11 EDT 2017, 0.040, 1, 1, 0.950, 9, 2, 90, 375, 78, 5, 11, 48, 30.033, 29.817
Wed May 17 14:52:49 EDT 2017, 0.540, 6, 5, 0.450, 4, 7, 45, 525, 33, 15, 36, 93, 37.810, 37.507
Wed May 17 14:53:05 EDT 2017, 0.790, 3, 7, 0.700, 2, 4, 22, 300, 55, 10, 24, 70, 15.003, 14.893
Wed May 17 14:53:05 EDT 2017, 0.290, 8, 3, 0.200, 6, 9, 67, 450, 10, 1, 49, 25, 0.540, 0.557
Wed May 17 14:54:28 EDT 2017, 0.420, 5, 6, 0.820, 1, 8, 78, 562, 89, 13, 17, 82, 82.137, 80.933
Wed May 17 14:54:36 EDT 2017, 0.920, 9, 2, 0.320, 5, 3, 33, 412, 44, 3, 42, 37, 7.277, 7.113
Wed May 17 14:54:43 EDT 2017, 0.670, 2, 4, 0.570, 8, 6, 11, 487, 67, 8, 5, 14, 6.567, 6.553
Wed May 17 14:54:50 EDT 2017, 0.170, 7, 9, 0.070, 3, 1, 56, 337, 22, 17, 30, 59, 7.213, 7.200
Wed May 17 14:55:51 EDT 2017, 0.230, 3, 3, 0.260, 5, 1, 95, 506, 95, 7, 27, 76, 60.027, 60.130
Wed May 17 14:56:01 EDT 2017, 0.730, 7, 8, 0.760, 9, 5, 50, 356, 50, 16, 2, 31, 9.463, 9.500
Wed May 17 14:56:37 EDT 2017, 0.980, 1, 6, 0.010, 7, 3, 28, 581, 72, 11, 39, 54, 34.787, 34.623
Wed May 17 14:56:49 EDT 2017, 0.480, 5, 1, 0.510, 2, 7, 73, 431, 27, 2, 14, 99, 11.720, 11.553
Wed May 17 14:56:56 EDT 2017, 0.360, 2, 9, 0.380, 6, 8, 84, 318, 84, 14, 46, 20, 7.470, 7.330
Wed May 17 14:57:06 EDT 2017, 0.860, 6, 5, 0.880, 1, 4, 39, 468, 39, 4, 21, 65, 8.840, 8.980
Wed May 17 14:58:06 EDT 2017, 0.610, 4, 2, 0.130, 4, 6, 16, 393, 61, 9, 33, 87, 59.763, 57.663
Wed May 17 14:58:14 EDT 2017, 0.110, 9, 7, 0.630, 8, 2, 61, 543, 16, 19, 8, 42, 7.647, 7.540
Wed May 17 14:58:16 EDT 2017, 0.070, 4, 8, 0.600, 7, 4, 47, 478, 13, 4, 16, 73, 2.260, 2.267
Wed May 17 14:58:30 EDT 2017, 0.570, 9, 4, 0.100, 2, 9, 92, 328, 58, 13, 41, 28, 12.993, 12.863
Wed May 17 14:59:22 EDT 2017, 0.820, 2, 2, 0.850, 4, 2, 70, 553, 36, 18, 3, 51, 51.743, 50.813
Wed May 17 15:00:03 EDT 2017, 0.320, 7, 6, 0.350, 9, 6, 25, 403, 81, 8, 28, 96, 39.620, 40.420
Wed May 17 15:00:07 EDT 2017, 0.450, 1, 5, 0.730, 3, 5, 36, 365, 25, 16, 10, 17, 3.613, 3.563
Wed May 17 15:00:24 EDT 2017, 0.950, 5, 9, 0.230, 8, 1, 81, 515, 70, 6, 35, 62, 15.480, 15.997
Wed May 17 15:00:28 EDT 2017, 0.700, 3, 7, 0.980, 6, 8, 59, 440, 47, 1, 22, 85, 3.587, 3.737
Wed May 17 15:01:22 EDT 2017, 0.200, 8, 3, 0.480, 1, 3, 14, 590, 92, 11, 47, 40, 53.780, 53.423
Wed May 17 15:01:28 EDT 2017, 0.140, 3, 5, 0.160, 3, 4, 53, 421, 30, 5, 44, 45, 4.893, 4.920
Wed May 17 15:07:15 EDT 2017, 0.640, 7, 1, 0.660, 7, 8, 98, 571, 75, 14, 19, 90, 337.900, 344.530
Wed May 17 15:08:07 EDT 2017, 0.890, 5, 3, 0.410, 9, 1, 76, 346, 53, 19, 31, 68, 50.783, 51.617
Wed May 17 15:08:21 EDT 2017, 0.390, 9, 8, 0.910, 5, 6, 31, 496, 98, 10, 6, 23, 13.020, 13.403
Wed May 17 15:09:00 EDT 2017, 0.260, 4, 2, 0.040, 8, 7, 42, 534, 19, 17, 25, 79, 38.300, 38.803
Wed May 17 15:09:09 EDT 2017, 0.760, 8, 7, 0.540, 4, 2, 87, 384, 64, 7, 0, 34, 7.923, 7.617
Wed May 17 15:09:10 EDT 2017, 0.510, 1, 9, 0.290, 2, 9, 64, 459, 41, 3, 38, 11, 1.000, 1.030
Wed May 17 15:09:46 EDT 2017, 0.010, 6, 4, 0.790, 6, 5, 19, 309, 86, 12, 13, 56, 34.940, 35.353
Wed May 17 15:09:51 EDT 2017, 0.020, 2, 9, 0.660, 4, 3, 78, 410, 46, 2, 31, 87, 4.730, 4.907
Wed May 17 15:10:39 EDT 2017, 0.520, 7, 4, 0.160, 9, 8, 33, 560, 91, 11, 6, 42, 46.213, 46.533
Wed May 17 15:10:46 EDT 2017, 0.770, 5, 2, 0.910, 6, 1, 10, 335, 24, 16, 44, 19, 6.637, 6.573
Wed May 17 15:11:08 EDT 2017, 0.270, 9, 7, 0.410, 2, 5, 55, 485, 69, 7, 19, 64, 21.480, 20.713
Wed May 17 15:11:50 EDT 2017, 0.390, 4, 3, 0.530, 5, 6, 89, 597, 35, 18, 37, 53, 41.427, 41.767
Wed May 17 15:12:30 EDT 2017, 0.890, 8, 8, 0.030, 1, 2, 44, 447, 80, 9, 12, 98, 38.787, 37.467
Wed May 17 15:12:33 EDT 2017, 0.640, 1, 5, 0.780, 3, 9, 21, 522, 13, 4, 25, 75, 3.530, 3.527
Wed May 17 15:13:09 EDT 2017, 0.140, 6, 1, 0.280, 7, 4, 66, 372, 58, 14, 0, 30, 35.167, 33.307
Wed May 17 15:13:10 EDT 2017, 0.210, 4, 7, 0.090, 9, 5, 83, 503, 41, 1, 3, 14, 0.690, 0.710
Wed May 17 15:13:53 EDT 2017, 0.710, 9, 3, 0.590, 5, 9, 38, 353, 86, 10, 28, 59, 41.803, 41.377
Wed May 17 15:14:11 EDT 2017, 0.960, 2, 5, 0.340, 2, 3, 16, 578, 18, 15, 15, 81, 18.437, 18.033
Wed May 17 15:14:18 EDT 2017, 0.460, 6, 9, 0.840, 7, 7, 61, 428, 63, 5, 40, 36, 5.873, 5.793
Wed May 17 15:15:41 EDT 2017, 0.330, 1, 1, 0.220, 1, 6, 95, 316, 52, 17, 22, 70, 82.203, 77.903
Wed May 17 15:15:55 EDT 2017, 0.830, 5, 6, 0.720, 6, 1, 50, 466, 97, 8, 47, 25, 13.567, 13.757
Wed May 17 15:15:58 EDT 2017, 0.580, 3, 8, 0.470, 8, 8, 27, 391, 29, 3, 9, 47, 2.160, 2.173
Wed May 17 15:17:34 EDT 2017, 0.080, 7, 4, 0.970, 4, 4, 72, 541, 74, 12, 34, 92, 95.123, 94.253
Wed May 17 15:17:43 EDT 2017, 0.110, 3, 2, 0.750, 2, 1, 35, 457, 66, 9, 39, 11, 8.657, 8.600
Wed May 17 15:17:51 EDT 2017, 0.610, 8, 7, 0.250, 7, 6, 80, 307, 21, 19, 14, 56, 8.007, 7.877
Wed May 17 15:18:45 EDT 2017, 0.860, 1, 9, 0.500, 9, 3, 58, 532, 89, 14, 26, 78, 53.360, 53.463
Wed May 17 15:18:51 EDT 2017, 0.360, 6, 5, 0.000, 4, 8, 13, 382, 44, 5, 1, 33, 4.950, 5.090
Wed May 17 15:19:13 EDT 2017, 0.490, 2, 6, 0.880, 8, 9, 47, 344, 55, 12, 33, 67, 21.620, 21.510
Wed May 17 15:19:14 EDT 2017, 0.990, 7, 1, 0.380, 3, 5, 92, 494, 10, 2, 8, 22, 1.217, 1.170
Wed May 17 15:19:39 EDT 2017, 0.740, 4, 3, 0.630, 1, 7, 69, 419, 77, 7, 45, 44, 23.180, 23.343
Wed May 17 15:20:10 EDT 2017, 0.240, 9, 8, 0.130, 5, 2, 24, 569, 32, 17, 20, 89, 29.733, 30.230
Wed May 17 15:20:45 EDT 2017, 0.180, 2, 4, 0.440, 7, 2, 41, 438, 60, 8, 23, 84, 34.657, 34.563
Wed May 17 15:20:52 EDT 2017, 0.680, 6, 8, 0.940, 3, 6, 86, 588, 15, 18, 48, 39, 6.297, 6.547
Wed May 17 15:21:01 EDT 2017, 0.930, 4, 6, 0.190, 5, 4, 64, 363, 83, 13, 11, 16, 8.613, 8.460
Wed May 17 15:21:18 EDT 2017, 0.430, 8, 2, 0.690, 9, 8, 19, 513, 38, 4, 36, 61, 16.433, 15.753
Wed May 17 15:21:47 EDT 2017, 0.300, 5, 7, 0.310, 4, 7, 52, 550, 72, 11, 5, 50, 27.543, 28.250
Wed May 17 15:21:51 EDT 2017, 0.800, 9, 3, 0.810, 8, 3, 97, 400, 27, 1, 30, 95, 3.583, 3.563
Wed May 17 15:23:20 EDT 2017, 0.550, 3, 1, 0.060, 6, 5, 75, 475, 94, 6, 17, 73, 89.363, 89.120
Wed May 17 15:23:31 EDT 2017, 0.050, 7, 5, 0.560, 2, 1, 30, 325, 49, 15, 42, 28, 10.033, 9.683
Wed May 17 15:24:07 EDT 2017, 0.030, 5, 5, 0.230, 8, 9, 57, 583, 98, 3, 29, 99, 34.997, 35.023
Wed May 17 15:24:23 EDT 2017, 0.530, 9, 9, 0.730, 3, 4, 12, 433, 53, 12, 4, 54, 15.330, 15.317
Wed May 17 15:24:48 EDT 2017, 0.780, 2, 7, 0.480, 1, 7, 34, 508, 76, 17, 41, 32, 24.900, 24.620
Wed May 17 15:25:08 EDT 2017, 0.280, 7, 2, 0.980, 6, 2, 79, 358, 31, 7, 16, 77, 18.890, 18.197
Wed May 17 15:25:38 EDT 2017, 0.410, 1, 8, 0.110, 2, 1, 68, 396, 87, 19, 48, 43, 29.877, 28.877
Wed May 17 15:26:19 EDT 2017, 0.910, 6, 4, 0.610, 7, 5, 23, 546, 42, 10, 23, 88, 39.343, 39.133
Wed May 17 15:26:50 EDT 2017, 0.660, 3, 1, 0.360, 9, 3, 45, 321, 65, 5, 35, 66, 29.720, 28.780
Wed May 17 15:26:54 EDT 2017, 0.160, 8, 6, 0.860, 4, 8, 90, 471, 20, 15, 10, 21, 3.960, 3.820
Wed May 17 15:26:57 EDT 2017, 0.220, 2, 2, 0.550, 3, 8, 62, 302, 82, 1, 7, 26, 2.903, 3.027
Wed May 17 15:27:16 EDT 2017, 0.720, 6, 6, 0.050, 7, 4, 17, 452, 37, 11, 32, 71, 18.283, 18.637
Wed May 17 15:27:52 EDT 2017, 0.970, 4, 9, 0.800, 5, 6, 40, 377, 59, 16, 19, 94, 34.620, 34.653
Wed May 17 15:27:56 EDT 2017, 0.470, 8, 4, 0.300, 1, 2, 85, 527, 14, 6, 44, 49, 4.183, 4.120
Wed May 17 15:29:18 EDT 2017, 0.350, 3, 5, 0.670, 6, 3, 73, 489, 93, 18, 13, 60, 79.443, 81.167
Wed May 17 15:29:27 EDT 2017, 0.850, 7, 1, 0.170, 2, 7, 28, 339, 48, 9, 38, 15, 8.900, 8.447
Wed May 17 15:29:43 EDT 2017, 0.600, 1, 3, 0.920, 4, 5, 51, 564, 70, 4, 1, 37, 14.290, 14.613
Wed May 17 15:29:56 EDT 2017, 0.100, 5, 8, 0.420, 8, 9, 96, 414, 25, 13, 26, 82, 12.160, 12.250
Wed May 17 15:29:58 EDT 2017, 0.070, 1, 7, 0.330, 6, 7, 14, 349, 28, 9, 49, 23, 2.513, 2.443
Wed May 17 15:33:07 EDT 2017, 0.570, 5, 2, 0.830, 1, 2, 59, 499, 73, 19, 24, 68, 185.437, 184.987
Wed May 17 15:34:01 EDT 2017, 0.820, 3, 4, 0.080, 4, 9, 82, 424, 51, 14, 37, 91, 53.277, 52.527
Wed May 17 15:34:15 EDT 2017, 0.320, 8, 9, 0.580, 8, 5, 37, 574, 96, 4, 12, 46, 12.793, 12.697
Wed May 17 15:34:36 EDT 2017, 0.440, 4, 1, 0.450, 5, 4, 26, 461, 17, 12, 30, 57, 20.643, 19.920
Wed May 17 15:34:37 EDT 2017, 0.940, 9, 6, 0.950, 9, 8, 71, 311, 62, 2, 5, 12, 1.013, 1.000
Wed May 17 15:34:43 EDT 2017, 0.690, 2, 8, 0.200, 7, 1, 93, 536, 39, 7, 43, 35, 5.730, 5.903
Wed May 17 15:36:28 EDT 2017, 0.190, 6, 3, 0.700, 3, 6, 48, 386, 84, 16, 18, 80, 104.757, 104.043
Wed May 17 15:36:33 EDT 2017, 0.130, 4, 9, 0.890, 1, 5, 20, 555, 11, 8, 15, 96, 4.903, 4.863
Wed May 17 15:37:06 EDT 2017, 0.630, 8, 5, 0.390, 5, 1, 65, 405, 56, 18, 40, 51, 32.430, 32.460
Wed May 17 15:37:19 EDT 2017, 0.880, 1, 3, 0.640, 8, 7, 87, 480, 34, 13, 2, 29, 12.533, 11.967
Wed May 17 15:37:29 EDT 2017, 0.380, 6, 7, 0.140, 3, 3, 42, 330, 79, 3, 27, 74, 9.547, 9.557
Wed May 17 15:37:37 EDT 2017, 0.250, 3, 4, 0.770, 9, 4, 31, 443, 22, 10, 8, 40, 7.320, 7.173
Wed May 17 15:37:45 EDT 2017, 0.750, 7, 8, 0.270, 4, 9, 76, 593, 67, 1, 33, 85, 6.510, 6.403
Wed May 17 15:37:55 EDT 2017, 0.500, 5, 6, 0.520, 2, 2, 99, 368, 45, 6, 21, 63, 9.607, 9.983
Wed May 17 15:38:34 EDT 2017, 0.000, 9, 2, 0.020, 6, 6, 54, 518, 90, 15, 46, 18, 38.583, 36.157
Wed May 17 15:40:03 EDT 2017, 0.010, 1, 3, 0.580, 2, 9, 83, 469, 93, 17, 31, 51, 87.977, 88.130
Wed May 17 15:40:17 EDT 2017, 0.510, 5, 8, 0.080, 6, 5, 38, 319, 48, 7, 6, 96, 12.830, 12.967
Wed May 17 15:40:33 EDT 2017, 0.760, 3, 6, 0.830, 9, 7, 15, 544, 71, 3, 43, 74, 15.550, 15.533
Wed May 17 15:40:47 EDT 2017, 0.260, 7, 1, 0.330, 4, 3, 60, 394, 26, 12, 18, 29, 13.910, 13.607
Wed May 17 15:41:04 EDT 2017, 0.380, 4, 9, 0.710, 7, 2, 94, 357, 82, 5, 49, 85, 15.403, 15.000
Wed May 17 15:41:23 EDT 2017, 0.880, 9, 4, 0.210, 3, 6, 49, 507, 37, 14, 24, 40, 19.073, 19.127
Wed May 17 15:41:47 EDT 2017, 0.630, 2, 2, 0.960, 1, 4, 27, 432, 59, 19, 37, 17, 23.547, 22.403
Wed May 17 15:41:53 EDT 2017, 0.130, 6, 7, 0.460, 5, 8, 72, 582, 14, 10, 12, 62, 6.087, 6.237
Wed May 17 15:45:38 EDT 2017, 0.190, 3, 1, 0.140, 7, 8, 77, 413, 87, 16, 9, 68, 218.577, 223.433
Wed May 17 15:45:43 EDT 2017, 0.690, 8, 5, 0.640, 2, 3, 32, 563, 42, 6, 34, 23, 5.413, 5.293
Wed May 17 15:45:46 EDT 2017, 0.940, 1, 7, 0.390, 5, 6, 10, 338, 65, 1, 21, 46, 2.003, 1.983
Wed May 17 15:46:07 EDT 2017, 0.440, 6, 3, 0.890, 9, 1, 55, 488, 20, 11, 46, 91, 20.997, 20.973
Wed May 17 15:46:11 EDT 2017, 0.320, 2, 6, 0.020, 3, 2, 89, 526, 99, 4, 15, 12, 3.883, 3.910
Wed May 17 15:46:58 EDT 2017, 0.820, 7, 2, 0.520, 8, 7, 44, 376, 54, 13, 40, 57, 46.503, 44.600
Wed May 17 15:48:42 EDT 2017, 0.570, 5, 4, 0.270, 6, 4, 21, 451, 76, 18, 2, 79, 101.197, 103.443
Wed May 17 15:48:46 EDT 2017, 0.070, 9, 8, 0.770, 1, 9, 66, 301, 31, 9, 27, 34, 3.373, 3.450
Wed May 17 15:48:59 EDT 2017, 0.100, 5, 5, 0.990, 4, 6, 41, 385, 23, 14, 48, 71, 13.483, 13.157
Wed May 17 15:49:16 EDT 2017, 0.600, 9, 1, 0.490, 9, 2, 86, 535, 68, 4, 23, 26, 16.430, 16.103
