# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jan  9 11:34:48 EST 2017, 3510, 0.900, 1, 0.800, 407, 14, 9, 47, 43, 5.007, 4.970
Mon Jan  9 11:34:57 EST 2017, 4747, 0.280, 8, 0.180, 594, 25, 2, 28, 77, 9.160, 9.127
Mon Jan  9 11:35:12 EST 2017, 9697, 0.780, 4, 0.680, 444, 70, 11, 3, 32, 13.660, 15.113
Mon Jan  9 11:36:52 EST 2017, 7222, 0.030, 2, 0.430, 369, 48, 16, 41, 99, 92.633, 98.383
Mon Jan  9 11:37:36 EST 2017, 2272, 0.530, 6, 0.930, 519, 93, 6, 16, 54, 40.657, 42.933
Mon Jan  9 11:38:14 EST 2017, 1654, 0.460, 1, 0.740, 463, 98, 5, 38, 71, 34.403, 36.217
Mon Jan  9 11:38:29 EST 2017, 6604, 0.960, 6, 0.240, 313, 53, 15, 13, 26, 14.190, 14.843
Mon Jan  9 11:41:46 EST 2017, 9079, 0.210, 8, 0.990, 388, 76, 19, 25, 93, 187.020, 194.190
Mon Jan  9 11:41:54 EST 2017, 4129, 0.710, 3, 0.490, 538, 31, 10, 0, 48, 7.283, 7.733
Mon Jan  9 11:41:59 EST 2017, 2891, 0.090, 7, 0.620, 426, 19, 3, 19, 60, 4.327, 4.327
Mon Jan  9 11:42:21 EST 2017, 7841, 0.590, 2, 0.120, 576, 64, 12, 44, 15, 22.203, 22.210
Mon Jan  9 11:43:16 EST 2017, 5366, 0.340, 4, 0.870, 501, 42, 17, 7, 82, 48.990, 54.260
Mon Jan  9 11:43:55 EST 2017, 416, 0.840, 9, 0.370, 351, 87, 8, 32, 37, 36.370, 38.107
Mon Jan  9 11:44:15 EST 2017, 571, 0.070, 1, 0.950, 571, 26, 17, 12, 78, 17.983, 19.273
Mon Jan  9 11:44:49 EST 2017, 5521, 0.570, 5, 0.450, 421, 71, 8, 37, 33, 33.683, 34.240
Mon Jan  9 11:44:54 EST 2017, 7996, 0.320, 7, 0.700, 346, 49, 3, 0, 55, 3.750, 3.933
Mon Jan  9 11:45:10 EST 2017, 3046, 0.820, 3, 0.200, 496, 94, 13, 25, 10, 15.860, 16.280
Mon Jan  9 11:48:15 EST 2017, 4283, 0.450, 6, 0.820, 308, 83, 15, 43, 89, 170.333, 181.437
Mon Jan  9 11:48:24 EST 2017, 9233, 0.950, 2, 0.320, 458, 38, 6, 18, 44, 8.903, 9.037
Mon Jan  9 11:48:33 EST 2017, 6758, 0.200, 4, 0.570, 533, 60, 1, 31, 67, 8.967, 8.990
Mon Jan  9 11:48:35 EST 2017, 1808, 0.700, 9, 0.070, 383, 15, 10, 6, 22, 1.923, 1.843
Mon Jan  9 11:49:02 EST 2017, 2427, 0.260, 3, 0.260, 440, 10, 19, 34, 95, 27.043, 26.987
Mon Jan  9 11:49:35 EST 2017, 7377, 0.760, 8, 0.760, 590, 55, 9, 9, 50, 29.670, 31.260
Mon Jan  9 11:50:01 EST 2017, 9852, 0.010, 6, 0.010, 515, 32, 4, 46, 72, 25.300, 25.490
Mon Jan  9 11:50:16 EST 2017, 4902, 0.510, 1, 0.510, 365, 77, 14, 21, 27, 13.797, 14.367
Mon Jan  9 11:52:15 EST 2017, 3665, 0.140, 9, 0.380, 477, 88, 16, 3, 84, 104.907, 118.630
Mon Jan  9 11:52:29 EST 2017, 8615, 0.640, 5, 0.880, 327, 43, 7, 28, 39, 13.193, 13.460
Mon Jan  9 11:52:36 EST 2017, 6140, 0.390, 2, 0.130, 402, 66, 2, 15, 61, 6.743, 6.700
Mon Jan  9 11:52:46 EST 2017, 1190, 0.890, 7, 0.630, 552, 21, 11, 40, 16, 9.230, 9.253
Mon Jan  9 11:52:56 EST 2017, 880, 0.420, 8, 0.600, 505, 46, 9, 29, 13, 9.730, 9.910
Mon Jan  9 11:53:57 EST 2017, 5830, 0.920, 4, 0.100, 355, 91, 18, 4, 58, 58.257, 61.223
Mon Jan  9 11:54:13 EST 2017, 8305, 0.170, 2, 0.850, 430, 24, 13, 42, 36, 15.553, 15.743
Mon Jan  9 11:54:53 EST 2017, 3355, 0.670, 6, 0.350, 580, 69, 4, 17, 81, 37.607, 38.923
Mon Jan  9 11:55:00 EST 2017, 4593, 0.040, 5, 0.730, 393, 57, 6, 10, 25, 6.643, 6.457
Mon Jan  9 11:55:32 EST 2017, 9543, 0.540, 9, 0.230, 543, 12, 16, 35, 70, 31.360, 31.843
Mon Jan  9 11:56:37 EST 2017, 7068, 0.290, 7, 0.980, 468, 80, 11, 23, 47, 60.650, 64.657
Mon Jan  9 11:56:43 EST 2017, 2118, 0.790, 3, 0.480, 318, 35, 1, 48, 92, 5.327, 5.373
Mon Jan  9 11:56:56 EST 2017, 1499, 0.230, 5, 0.160, 374, 41, 10, 20, 30, 12.420, 12.810
Mon Jan  9 11:59:34 EST 2017, 6449, 0.730, 1, 0.660, 524, 86, 19, 45, 75, 144.157, 154.173
Mon Jan  9 11:59:46 EST 2017, 8924, 0.480, 3, 0.410, 599, 18, 14, 7, 53, 11.023, 11.203
Mon Jan  9 12:00:47 EST 2017, 3974, 0.980, 8, 0.910, 449, 63, 5, 32, 98, 58.510, 61.110
Mon Jan  9 12:01:05 EST 2017, 2736, 0.360, 2, 0.040, 561, 74, 7, 39, 19, 17.257, 17.440
Mon Jan  9 12:01:38 EST 2017, 7686, 0.860, 7, 0.540, 411, 29, 17, 14, 64, 30.783, 33.173
Mon Jan  9 12:02:40 EST 2017, 5211, 0.110, 9, 0.290, 336, 97, 12, 26, 41, 59.150, 61.800
Mon Jan  9 12:02:50 EST 2017, 261, 0.610, 4, 0.790, 486, 52, 3, 1, 86, 8.877, 9.483
Mon Jan  9 12:03:20 EST 2017, 339, 0.210, 9, 0.660, 419, 36, 15, 18, 46, 27.427, 29.503
Mon Jan  9 12:05:07 EST 2017, 5289, 0.710, 4, 0.160, 569, 81, 5, 43, 91, 100.073, 104.780
Mon Jan  9 12:05:07 EST 2017, 7764, 0.460, 2, 0.910, 494, 13, 1, 5, 24, 0.323, 0.307
Mon Jan  9 12:06:04 EST 2017, 2814, 0.960, 7, 0.410, 344, 58, 10, 30, 69, 54.500, 56.783
Mon Jan  9 12:07:33 EST 2017, 4051, 0.330, 3, 0.530, 456, 69, 17, 49, 35, 84.753, 87.637
Mon Jan  9 12:07:50 EST 2017, 9001, 0.830, 8, 0.030, 306, 24, 8, 24, 80, 16.153, 16.443
Mon Jan  9 12:07:56 EST 2017, 6526, 0.080, 5, 0.780, 381, 92, 3, 37, 13, 5.870, 5.800
Mon Jan  9 12:08:16 EST 2017, 1576, 0.580, 1, 0.280, 531, 47, 13, 12, 58, 18.147, 19.793
Mon Jan  9 12:09:45 EST 2017, 2195, 0.390, 7, 0.090, 587, 52, 16, 33, 41, 83.633, 87.763
Mon Jan  9 12:10:35 EST 2017, 7145, 0.890, 3, 0.590, 437, 97, 7, 8, 86, 46.890, 48.830
Mon Jan  9 12:10:37 EST 2017, 9620, 0.140, 5, 0.340, 362, 30, 2, 46, 18, 2.100, 2.170
Mon Jan  9 12:12:11 EST 2017, 4670, 0.640, 9, 0.840, 512, 75, 11, 21, 63, 85.770, 92.260
Mon Jan  9 12:12:25 EST 2017, 3433, 0.020, 1, 0.220, 325, 64, 18, 2, 52, 12.387, 14.367
Mon Jan  9 12:12:54 EST 2017, 8383, 0.520, 6, 0.720, 475, 19, 9, 27, 97, 27.180, 27.693
Mon Jan  9 12:13:08 EST 2017, 5908, 0.270, 8, 0.470, 550, 86, 4, 15, 29, 14.310, 14.393
Mon Jan  9 12:14:24 EST 2017, 958, 0.770, 4, 0.970, 400, 41, 14, 40, 74, 70.793, 74.767
Mon Jan  9 12:14:29 EST 2017, 1267, 0.300, 2, 0.750, 353, 16, 6, 26, 66, 5.240, 5.187
Mon Jan  9 12:14:41 EST 2017, 6217, 0.800, 7, 0.250, 503, 61, 15, 1, 21, 11.200, 11.987
Mon Jan  9 12:16:28 EST 2017, 8692, 0.050, 9, 0.500, 578, 38, 11, 38, 89, 101.257, 104.763
Mon Jan  9 12:16:33 EST 2017, 3742, 0.550, 5, 0.000, 428, 83, 1, 13, 44, 4.823, 4.713
Mon Jan  9 12:17:20 EST 2017, 4979, 0.180, 6, 0.880, 540, 95, 8, 7, 55, 41.350, 45.840
Mon Jan  9 12:17:26 EST 2017, 9929, 0.680, 1, 0.380, 390, 50, 18, 32, 10, 5.710, 5.853
Mon Jan  9 12:18:26 EST 2017, 7454, 0.430, 3, 0.630, 315, 72, 13, 19, 77, 57.563, 59.090
Mon Jan  9 12:18:35 EST 2017, 2504, 0.930, 8, 0.130, 465, 27, 4, 44, 32, 8.363, 8.387
Mon Jan  9 12:18:49 EST 2017, 1886, 0.110, 4, 0.440, 522, 22, 7, 23, 60, 13.687, 13.810
Mon Jan  9 12:19:24 EST 2017, 6836, 0.610, 8, 0.940, 372, 67, 17, 48, 15, 33.583, 34.670
Mon Jan  9 12:20:11 EST 2017, 9311, 0.360, 6, 0.190, 447, 44, 12, 10, 83, 42.653, 45.967
Mon Jan  9 12:20:24 EST 2017, 4361, 0.860, 2, 0.690, 597, 89, 2, 35, 38, 12.867, 12.963
Mon Jan  9 12:22:25 EST 2017, 3123, 0.490, 7, 0.310, 409, 78, 10, 41, 72, 118.760, 120.800
Mon Jan  9 12:22:44 EST 2017, 8073, 0.990, 3, 0.810, 559, 33, 19, 16, 27, 18.430, 19.177
Mon Jan  9 12:23:50 EST 2017, 5598, 0.240, 1, 0.060, 484, 55, 14, 29, 94, 58.177, 63.520
Mon Jan  9 12:23:51 EST 2017, 648, 0.740, 5, 0.560, 334, 10, 5, 4, 49, 1.130, 1.123
Mon Jan  9 12:28:42 EST 2017, 493, 0.440, 5, 0.230, 545, 93, 10, 47, 98, 268.027, 276.163
Mon Jan  9 12:28:46 EST 2017, 5443, 0.940, 9, 0.730, 395, 48, 1, 22, 53, 3.883, 3.867
Mon Jan  9 12:29:32 EST 2017, 7918, 0.190, 7, 0.480, 320, 71, 6, 34, 76, 45.270, 46.240
Mon Jan  9 12:29:40 EST 2017, 2968, 0.690, 2, 0.980, 470, 26, 15, 9, 31, 6.880, 7.083
Mon Jan  9 12:29:55 EST 2017, 4206, 0.070, 8, 0.110, 358, 14, 13, 16, 87, 14.267, 14.863
Mon Jan  9 12:30:13 EST 2017, 9156, 0.570, 4, 0.610, 508, 59, 3, 41, 42, 17.297, 17.470
Mon Jan  9 12:30:21 EST 2017, 6681, 0.320, 1, 0.360, 583, 37, 8, 3, 65, 7.517, 7.950
Mon Jan  9 12:31:09 EST 2017, 1731, 0.820, 6, 0.860, 433, 82, 18, 28, 20, 44.980, 46.297
Mon Jan  9 12:31:46 EST 2017, 2350, 0.130, 2, 0.550, 376, 88, 12, 0, 82, 34.113, 35.657
Mon Jan  9 12:31:52 EST 2017, 7300, 0.630, 6, 0.050, 526, 43, 2, 25, 37, 6.190, 6.267
Mon Jan  9 12:32:22 EST 2017, 9775, 0.380, 9, 0.800, 451, 65, 7, 12, 59, 27.627, 29.610
Mon Jan  9 12:32:27 EST 2017, 4825, 0.880, 4, 0.300, 301, 20, 16, 37, 14, 5.230, 5.443
Mon Jan  9 12:33:45 EST 2017, 3587, 0.250, 5, 0.670, 489, 31, 14, 31, 93, 75.170, 76.043
Mon Jan  9 12:33:50 EST 2017, 8537, 0.750, 1, 0.170, 339, 76, 4, 6, 48, 4.463, 4.610
Mon Jan  9 12:34:51 EST 2017, 6062, 0.000, 3, 0.920, 414, 54, 9, 44, 70, 59.073, 59.497
Mon Jan  9 12:36:18 EST 2017, 1112, 0.500, 8, 0.420, 564, 99, 19, 19, 25, 76.420, 81.857
Mon Jan  9 12:36:22 EST 2017, 803, 0.040, 7, 0.330, 479, 74, 2, 8, 28, 4.297, 4.310
Mon Jan  9 12:36:43 EST 2017, 5753, 0.540, 2, 0.830, 329, 29, 11, 33, 73, 20.483, 21.273
Mon Jan  9 12:38:22 EST 2017, 8228, 0.290, 4, 0.080, 404, 96, 16, 20, 51, 89.753, 97.203
Mon Jan  9 12:39:54 EST 2017, 3278, 0.790, 9, 0.580, 554, 51, 6, 45, 96, 89.113, 90.393
Mon Jan  9 12:39:56 EST 2017, 4515, 0.410, 1, 0.450, 442, 40, 4, 26, 17, 1.910, 1.963
Mon Jan  9 12:40:58 EST 2017, 9465, 0.910, 6, 0.950, 592, 85, 13, 1, 62, 61.130, 59.793
Mon Jan  9 12:41:26 EST 2017, 6990, 0.160, 8, 0.200, 517, 17, 18, 39, 39, 28.433, 28.463
Mon Jan  9 12:42:07 EST 2017, 2040, 0.660, 3, 0.700, 367, 62, 9, 14, 84, 35.177, 38.713
Mon Jan  9 12:42:10 EST 2017, 1422, 0.350, 9, 0.890, 311, 57, 3, 42, 11, 2.913, 3.020
Mon Jan  9 12:42:19 EST 2017, 6372, 0.850, 5, 0.390, 461, 12, 12, 17, 56, 9.217, 9.283
Mon Jan  9 12:43:41 EST 2017, 8847, 0.100, 3, 0.640, 536, 79, 17, 30, 34, 76.923, 79.810
Mon Jan  9 12:43:54 EST 2017, 3897, 0.600, 7, 0.140, 386, 34, 7, 5, 79, 11.817, 12.210
Mon Jan  9 12:44:02 EST 2017, 2659, 0.220, 4, 0.770, 573, 45, 5, 23, 22, 7.947, 8.080
Mon Jan  9 12:47:55 EST 2017, 7609, 0.720, 8, 0.270, 423, 90, 15, 48, 67, 218.443, 231.690
Mon Jan  9 12:48:10 EST 2017, 5134, 0.470, 6, 0.520, 348, 23, 19, 11, 45, 13.517, 14.587
Mon Jan  9 12:49:46 EST 2017, 184, 0.970, 2, 0.020, 498, 68, 10, 36, 90, 88.123, 96.067
Mon Jan  9 12:52:34 EST 2017, 223, 0.020, 3, 0.580, 342, 99, 16, 28, 93, 160.927, 163.767
Mon Jan  9 12:52:47 EST 2017, 5173, 0.520, 8, 0.080, 492, 54, 6, 3, 48, 12.097, 12.807
Mon Jan  9 12:53:19 EST 2017, 7648, 0.270, 6, 0.830, 567, 77, 2, 40, 71, 31.247, 31.787
Mon Jan  9 12:53:23 EST 2017, 2698, 0.770, 1, 0.330, 417, 32, 11, 15, 26, 3.990, 4.043
Mon Jan  9 12:53:57 EST 2017, 3935, 0.390, 9, 0.710, 530, 20, 18, 9, 82, 29.430, 33.037
Mon Jan  9 12:54:30 EST 2017, 8885, 0.890, 4, 0.210, 380, 65, 9, 34, 37, 31.220, 32.330
Mon Jan  9 12:54:37 EST 2017, 6410, 0.140, 2, 0.960, 305, 43, 4, 22, 59, 6.850, 6.977
Mon Jan  9 12:55:19 EST 2017, 1460, 0.640, 7, 0.460, 455, 88, 14, 47, 14, 41.760, 41.757
Mon Jan  9 12:56:38 EST 2017, 2079, 0.330, 1, 0.140, 511, 82, 15, 18, 87, 69.017, 77.473
Mon Jan  9 12:56:52 EST 2017, 7029, 0.830, 5, 0.640, 361, 37, 5, 43, 42, 13.670, 13.727
Mon Jan  9 12:56:56 EST 2017, 9504, 0.080, 7, 0.390, 436, 60, 1, 6, 65, 3.890, 3.943
Mon Jan  9 12:57:02 EST 2017, 4554, 0.580, 3, 0.890, 586, 15, 10, 31, 20, 5.437, 5.410
Mon Jan  9 12:58:24 EST 2017, 3317, 0.200, 6, 0.020, 399, 26, 17, 37, 99, 76.910, 80.347
Mon Jan  9 12:58:52 EST 2017, 8267, 0.700, 2, 0.520, 549, 71, 8, 12, 54, 25.917, 28.093
Mon Jan  9 12:59:10 EST 2017, 5792, 0.450, 4, 0.270, 474, 49, 3, 25, 76, 17.573, 17.647
Mon Jan  9 12:59:25 EST 2017, 842, 0.950, 8, 0.770, 324, 94, 12, 0, 31, 13.460, 13.720
Mon Jan  9 12:59:36 EST 2017, 1151, 0.480, 5, 0.990, 427, 68, 7, 14, 23, 10.423, 10.223
Mon Jan  9 13:00:07 EST 2017, 6101, 0.980, 1, 0.490, 577, 23, 17, 39, 68, 29.283, 30.847
Mon Jan  9 13:00:39 EST 2017, 8576, 0.230, 3, 0.740, 502, 91, 12, 1, 45, 28.957, 31.323
Mon Jan  9 13:00:52 EST 2017, 3626, 0.730, 8, 0.240, 352, 46, 2, 26, 90, 11.673, 12.093
Mon Jan  9 13:00:58 EST 2017, 4863, 0.110, 2, 0.860, 464, 35, 9, 45, 12, 5.803, 5.883
Mon Jan  9 13:02:31 EST 2017, 9813, 0.610, 6, 0.360, 314, 80, 19, 20, 57, 84.523, 92.037
Mon Jan  9 13:02:40 EST 2017, 7338, 0.360, 9, 0.610, 389, 12, 14, 33, 34, 8.823, 8.890
Mon Jan  9 13:03:06 EST 2017, 2388, 0.860, 4, 0.110, 539, 57, 5, 8, 79, 22.660, 24.207
Mon Jan  9 13:03:23 EST 2017, 1770, 0.170, 8, 0.300, 595, 63, 6, 36, 17, 16.560, 16.563
Mon Jan  9 13:03:37 EST 2017, 6720, 0.670, 4, 0.800, 445, 18, 15, 11, 62, 12.737, 13.787
Mon Jan  9 13:04:11 EST 2017, 9195, 0.420, 1, 0.050, 370, 85, 11, 48, 40, 31.897, 33.360
Mon Jan  9 13:04:17 EST 2017, 4245, 0.920, 6, 0.550, 520, 40, 1, 23, 85, 6.717, 6.790
Mon Jan  9 13:04:23 EST 2017, 3007, 0.300, 5, 0.430, 333, 51, 8, 4, 28, 5.530, 5.567
Mon Jan  9 13:08:47 EST 2017, 7957, 0.800, 9, 0.930, 483, 96, 18, 29, 73, 239.900, 261.713
Mon Jan  9 13:09:17 EST 2017, 5482, 0.050, 7, 0.180, 558, 29, 13, 17, 51, 28.357, 28.910
Mon Jan  9 13:09:59 EST 2017, 532, 0.550, 2, 0.680, 408, 74, 4, 42, 96, 39.843, 41.780
Mon Jan  9 13:10:27 EST 2017, 687, 0.250, 8, 0.000, 469, 42, 12, 11, 52, 25.740, 26.697
Mon Jan  9 13:10:49 EST 2017, 5637, 0.750, 3, 0.500, 319, 87, 2, 36, 97, 21.720, 22.337
Mon Jan  9 13:10:52 EST 2017, 8112, 0.000, 1, 0.250, 394, 19, 7, 24, 30, 2.267, 2.230
Mon Jan  9 13:14:51 EST 2017, 3162, 0.500, 5, 0.750, 544, 64, 16, 49, 75, 229.840, 237.573
Mon Jan  9 13:16:00 EST 2017, 4399, 0.130, 4, 0.130, 431, 75, 14, 30, 41, 66.167, 68.627
Mon Jan  9 13:16:11 EST 2017, 9349, 0.630, 9, 0.630, 581, 30, 4, 5, 86, 10.250, 10.560
Mon Jan  9 13:16:55 EST 2017, 6874, 0.380, 7, 0.380, 506, 98, 9, 43, 19, 42.670, 43.480
Mon Jan  9 13:17:43 EST 2017, 1924, 0.880, 2, 0.880, 356, 53, 19, 18, 64, 44.930, 44.883
Mon Jan  9 13:18:06 EST 2017, 2543, 0.060, 6, 0.690, 300, 47, 10, 40, 35, 22.713, 22.763
Mon Jan  9 13:18:11 EST 2017, 7493, 0.560, 1, 0.190, 450, 92, 1, 15, 80, 4.973, 5.137
